id,year,category,nominee,staff,company,producer,win
977,2018, Supporting Actor In A Limited Series Or Movie,Waco,"John Leguizamo, as Jacob Vazquez",Paramount Network,Brothers Dowdle Productions,False
978,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Ricky Martin, as Antonio D'Amico",FX Networks,Fox 21 Television Studios and FX Productions,False
979,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Edgar Ramírez, as Gianni Versace",FX Networks,Fox 21 Television Studios and FX Productions,False
980,2018, Supporting Actor In A Limited Series Or Movie,The Looming Tower,"Michael Stuhlbarg, as Richard Clarke",Hulu,"Legendary Television, Hulu, South Slope Pictures, Jigsaw Productions, Wolf Moon Pictures",False
981,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Finn Wittrock, as Jeffrey Trail",FX Networks,Fox 21 Television Studios and FX Productions,False
982,2018, Lead Actress In A Comedy Series,Better Things,"Pamela Adlon, as Sam Fox",FX Networks,FX Productions,False
983,2018, Lead Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Rachel Brosnahan, as Miriam 'Midge' Maisel",Prime Video,Amazon Studios,True
984,2018, Lead Actress In A Comedy Series,Mom,"Allison Janney, as Bonnie Plunkett",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
985,2018, Lead Actress In A Comedy Series,Insecure,"Issa Rae, as Issa Dee",HBO,"HBO Entertainment in association with Issa Rae Productions,  A Penny For Your Thoughts Entertainment, 3 Arts Entertainment",False
986,2018, Lead Actress In A Comedy Series,black-ish,"Tracee Ellis Ross, as Rainbow Johnson",ABC,ABC Studios,False
987,2018, Lead Actress In A Comedy Series,Grace And Frankie,"Lily Tomlin, as Frankie Bergstein",Netflix,Skydance Productions,False
988,2018, Lead Actress In A Drama Series,The Crown,"Claire Foy, as Queen Elizabeth II",Netflix,Left Bank Pictures in association with Sony Pictures Television,True
989,2018, Lead Actress In A Drama Series,Orphan Black,"Tatiana Maslany, as Sarah Manning, Helena, Alison Hendrix, Cosima Niehaus, Rachel Duncan, Krystal Goderitch, Elizabeth (Beth) Childs, Jennifer Fitzsimmons, Katja Obinger, Tony Sawicki, Veera Suominen (M.K.),  Camilla Torres and Unnamed Clone",BBC America,Temple Street in association with BBC America and Bell Media’s SPACE,False
990,2018, Lead Actress In A Drama Series,The Handmaid's Tale,"Elisabeth Moss, as Offred / June Osborne",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
991,2018, Lead Actress In A Drama Series,Killing Eve,"Sandra Oh, as Eve Polastri",BBC America,Sid Gentle Films Ltd.,False
992,2018, Lead Actress In A Drama Series,The Americans,"Keri Russell, as Elizabeth Jennings",FX Networks,Fox 21 Television Studios and FX Productions,False
993,2018, Lead Actress In A Drama Series,Westworld,"Evan Rachel Wood, as Dolores",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
994,2018, Lead Actress In A Limited Series Or Movie,The Sinner,"Jessica Biel, as Cora Tannetti",USA,Universal Cable Productions,False
995,2018, Lead Actress In A Limited Series Or Movie,The Tale,"Laura Dern, as Jennifer",HBO,"HBO Films in association with Gamechanger Films, A Luminous Mind, Untitled Entertainment, Blackbird, One Two Films",False
996,2018, Lead Actress In A Limited Series Or Movie,Godless,"Michelle Dockery, as Alice Fletcher",Netflix,A Netflix Original Production,False
997,2018, Lead Actress In A Limited Series Or Movie,Law & Order True Crime: The Menendez Murders,"Edie Falco, as Leslie Abramson",NBC,Universal Television and Wolf Films,False
998,2018, Lead Actress In A Limited Series Or Movie,Seven Seconds,"Regina King, as Latrice Butler",Netflix,Fox 21 Television Studios,True
999,2018, Lead Actress In A Limited Series Or Movie,American Horror Story: Cult,"Sarah Paulson, as Ally Mayfair-Richards",FX Networks,Twentieth Century Fox Television,False
1000,2018, Supporting Actress In A Comedy Series,Atlanta,"Zazie Beetz, as Van",FX Networks,FX Productions,False
1001,2018, Supporting Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Alex Borstein, as Susie",Prime Video,Amazon Studios,True
1002,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Aidy Bryant, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1003,2018, Supporting Actress In A Comedy Series,GLOW,"Betty Gilpin, as Debbie Eagan",Netflix,"Glitter Pictures, LLC",False
1004,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Leslie Jones, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1005,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Kate McKinnon, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1006,2018, Supporting Actress In A Comedy Series,Roseanne,"Laurie Metcalf, as Jackie Harris",ABC,Carsey-Werner Television,False
1007,2018, Supporting Actress In A Comedy Series,Will & Grace,"Megan Mullally, as Karen Walker",NBC,Universal Television,False
1008,2018, Supporting Actor In A Drama Series,Game Of Thrones,"Nikolaj Coster-Waldau, as Jaime Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
1009,2018, Supporting Actor In A Drama Series,Game Of Thrones,"Peter Dinklage, as Tyrion Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",True
1010,2018, Supporting Actor In A Drama Series,The Handmaid's Tale,"Joseph Fiennes, as Commander Waterford",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1011,2018, Supporting Actor In A Drama Series,Stranger Things,"David Harbour, as Jim Hopper",Netflix,A Netflix Original Production,False
1012,2018, Supporting Actor In A Drama Series,Homeland,"Mandy Patinkin, as Saul Berenson",Showtime,"Fox 21 Television Studios, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
1013,2018, Supporting Actor In A Drama Series,The Crown,"Matt Smith, as Prince Philip, Duke of Edinburgh",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1014,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Alexis Bledel, as Ofglen",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1015,2018, Supporting Actress In A Drama Series,Stranger Things,"Millie Bobby Brown, as Eleven",Netflix,A Netflix Original Production,False
1016,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Ann Dowd, as Aunt Lydia",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1017,2018, Supporting Actress In A Drama Series,Game Of Thrones,"Lena Headey, as Cersei Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
1018,2018, Supporting Actress In A Drama Series,The Crown,"Vanessa Kirby, as Princess Margaret",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1019,2018, Supporting Actress In A Drama Series,Westworld,"Thandie Newton, as Maeve",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",True
1020,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Yvonne Strahovski, as Serena Joy",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1021,2018, Supporting Actress In A Limited Series Or Movie,Jesus Christ Superstar Live In Concert,"Sara Bareilles, as Mary Magdalene",NBC,"Universal Television, The Really Useful Group, Marc Platt Productions, Zadan/Meron Productions",False
1022,2018, Supporting Actress In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Penélope Cruz, as Donatella Versace",FX Networks,Fox 21 Television Studios and FX Productions,False
1023,2018, Supporting Actress In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Judith Light, as Marilyn Miglin",FX Networks,Fox 21 Television Studios and FX Productions,False
1024,2018, Supporting Actress In A Limited Series Or Movie,American Horror Story: Cult,"Adina Porter, as Beverly Hope",FX Networks,Twentieth Century Fox Television,False
1025,2018, Supporting Actress In A Limited Series Or Movie,Godless,"Merritt Wever, as Mary Agnes",Netflix,A Netflix Original Production,True
1026,2018, Supporting Actress In A Limited Series Or Movie,Black Museum (Black Mirror),"Letitia Wright, as Nish",Netflix,House of Tomorrow,False
1027,2018, Guest Actor In A Comedy Series,Brooklyn Nine-Nine,"Sterling K. Brown, as Philip Davidson",FOX,"Universal Television, Fremulon, Dr. Goor Productions, 3 Arts Entertainment",False
1028,2018, Guest Actor In A Comedy Series,Curb Your Enthusiasm,"Bryan Cranston, as Dr. Templeton",HBO,HBO Entertainment,False
1029,2018, Guest Actor In A Comedy Series,Saturday Night Live,"Donald Glover, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1030,2018, Guest Actor In A Comedy Series,Saturday Night Live,"Bill Hader, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1031,2018, Guest Actor In A Comedy Series,Curb Your Enthusiasm,"Lin-Manuel Miranda, as Himself",HBO,HBO Entertainment,False
1032,2018, Guest Actor In A Comedy Series,Atlanta,"Katt Williams, as Willy",FX Networks,FX Productions,True
1033,2018, Guest Actor In A Drama Series,Homeland,"F. Murray Abraham, as Dar Adal",Showtime,"Fox 21 Television Studios, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
1034,2018, Guest Actor In A Drama Series,Mindhunter,"Cameron Britton, as Edmund Kemper",Netflix,A Netflix Original Production,False
1035,2018, Guest Actor In A Drama Series,The Crown,"Matthew Goode, as Tony Armstrong-Jones",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1036,2018, Guest Actor In A Drama Series,This Is Us,"Ron Cephas Jones, as William",NBC,20th Century Fox Television,True
1037,2018, Guest Actor In A Drama Series,This Is Us,"Gerald McRaney, as Dr. K",NBC,20th Century Fox Television,False
1038,2018, Guest Actor In A Drama Series,Westworld,"Jimmi Simpson, as William",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
1039,2018, Guest Actress In A Comedy Series,Saturday Night Live,"Tina Fey, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
